name,year,expenses,degree,enrollment,level,control
Argosy University-Phoenix,2010,3098,0,259,Four or more years,Private for-profit
Scottsdale Community College,2009,3094,0,258,At least 2 but less than 4 years,Public
Mesa Community College,2013,3092,0,257,At least 2 but less than 4 years,Public
Everest College-Earth City,2007,3089,0,256,Less than 2 years (below associate),Private for-profit
Southwest Virginia Community College,2009,3085,0,256,At least 2 but less than 4 years,Public
Texas County Technical College,2013,3085,0,256,At least 2 but less than 4 years,Private not-for-profit
Southside Virginia Community College,2011,3084,0,255,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2013,3084,0,255,At least 2 but less than 4 years,Public
Wentworth Military Academy & Junior College,2008,3084,0,255,At least 2 but less than 4 years,Private not-for-profit
Academy di Firenze,2012,3083,0,254,Four or more years,Private for-profit
Chamberlain College of Nursing-Arizona,2009,3083,0,254,Four or more years,Private for-profit
Virginia Highlands Community College,2007,3082,0,254,At least 2 but less than 4 years,Public
Dabney S Lancaster Community College,2010,3081,0,252,At least 2 but less than 4 years,Public
Everest College-Phoenix,2007,3078,0,252,Four or more years,Private for-profit
L'Ecole Culinaire-St Louis,2007,3077,0,251,At least 2 but less than 4 years,Private for-profit
Arizona Western College,2012,3076,0,251,At least 2 but less than 4 years,Public
Carsten Institute of Cosmetology,2007,3075,0,251,Less than 2 years (below associate),Private for-profit
Glendale Community College,2010,3073,0,250,At least 2 but less than 4 years,Public
Toni & Guy Hairdressing Academy-Boise,2011,3071,0,250,At least 2 but less than 4 years,Private for-profit
New River Community College,2013,3066,0,250,At least 2 but less than 4 years,Public
St Louis College of Health Careers-Fenton,2011,3066,0,250,At least 2 but less than 4 years,Private for-profit
College America-Flagstaff,2006,3065,0,249,Four or more years,Private not-for-profit
Advanced Technology Institute,2008,3065,0,249,At least 2 but less than 4 years,Private for-profit
Danville Community College,2007,3063,0,249,At least 2 but less than 4 years,Public
Chandler-Gilbert Community College,2012,3061,0,248,At least 2 but less than 4 years,Public
Carrington College-Phoenix Westside,2013,3061,0,247,At least 2 but less than 4 years,Private for-profit
South Mountain Community College,2011,3060,0,247,At least 2 but less than 4 years,Public
Central Virginia Community College,2010,3057,0,246,At least 2 but less than 4 years,Public
J Sargeant Reynolds Community College,2013,3056,0,246,At least 2 but less than 4 years,Public
Northland Pioneer College,2010,3053,0,245,At least 2 but less than 4 years,Public
Southside Virginia Community College,2007,3052,0,245,At least 2 but less than 4 years,Public
Penrose Academy,2011,3050,0,244,Less than 2 years (below associate),Private for-profit
Southside Virginia Community College,2008,3046,0,243,At least 2 but less than 4 years,Public
ITT Technical Institute-Chantilly,2006,3045,0,243,Four or more years,Private for-profit
Empire Beauty School-Chandler,2011,3042,0,242,Less than 2 years (below associate),Private for-profit
Central Arizona College,2008,3040,0,242,At least 2 but less than 4 years,Public
Carrington College-Boise,2009,3038,0,242,At least 2 but less than 4 years,Private for-profit
Saline County Career Center,2013,3036,0,242,Less than 2 years (below associate),Public
Brillare Hairdressing Academy,2009,3035,0,241,Less than 2 years (below associate),Private for-profit
Nevada Regional Technical Center,2009,3033,0,241,Less than 2 years (below associate),Public
Skyline College-Roanoke,2006,3033,0,241,Four or more years,Private for-profit
Argosy University-Washington DC,2008,3031,0,240,Four or more years,Private for-profit
New River Community College,2012,3030,0,240,At least 2 but less than 4 years,Public
Eastern Arizona College,2011,3030,0,240,At least 2 but less than 4 years,Public
ITT Technical Institute-Tucson,2006,3029,0,239,Four or more years,Private for-profit
Glendale Community College,2013,3029,0,238,At least 2 but less than 4 years,Public
Grabber School of Hair Design,2011,3028,0,238,Less than 2 years (below associate),Private for-profit
Carsten Institute of Cosmetology,2010,3028,0,237,Less than 2 years (below associate),Private for-profit
Brillare Hairdressing Academy,2011,3025,0,237,Less than 2 years (below associate),Private for-profit
Ozarks Technical Community College,2013,3021,0,237,At least 2 but less than 4 years,Public
Toni & Guy Hairdressing Academy-Coeur D Alene,2010,3020,0,237,At least 2 but less than 4 years,Private for-profit
Mineral Area College,2013,3019,0,236,At least 2 but less than 4 years,Public
Argosy University-Phoenix,2008,3019,0,236,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2008,3017,0,236,Four or more years,Private for-profit
Northern Virginia Community College,2013,3016,0,236,At least 2 but less than 4 years,Public
Patrick Henry Community College,2013,3016,0,234,At least 2 but less than 4 years,Public
Northland Career Center,2011,3016,0,234,Less than 2 years (below associate),Public
Tidewater Community College,2013,3014,0,234,At least 2 but less than 4 years,Public
Suffolk Beauty Academy,2013,3014,0,233,Less than 2 years (below associate),Private for-profit
Lutheran School of Nursing,2012,3013,0,233,At least 2 but less than 4 years,Private for-profit
National Academy of Beauty Arts-St Louis,2013,3011,0,233,Less than 2 years (below associate),Private for-profit
Regency Beauty Institute-Mehlville,2012,3010,0,233,Four or more years,Private for-profit
International Academy of Hair Design,2010,3006,0,232,Less than 2 years (below associate),Private for-profit
Yavapai College,2009,3006,0,232,At least 2 but less than 4 years,Public
The Art Institute of Washington-Dulles,2010,3005,0,232,Four or more years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2012,3004,0,232,At least 2 but less than 4 years,Private for-profit
Virginia Highlands Community College,2008,3004,0,231,At least 2 but less than 4 years,Public
Mountain Empire Community College,2007,3004,0,231,At least 2 but less than 4 years,Public
Scottsdale Community College,2007,3004,0,230,At least 2 but less than 4 years,Public
Dallas County Technical Center,2012,3003,0,230,Four or more years,Private not-for-profit
Advanced Technology Institute,2009,3002,0,230,At least 2 but less than 4 years,Private for-profit
Scottsdale Community College,2008,3001,0,230,At least 2 but less than 4 years,Public
Empire Beauty School-Midlothian,2006,2987,0,229,Less than 2 years (below associate),Private for-profit
Vatterott College-Sunset Hills,2006,2985,0,229,Four or more years,Private for-profit
Concorde Career Colleges,2010,2985,0,229,Four or more years,Private for-profit
Richard Bland College of the College of William and Mary,2012,2984,0,229,At least 2 but less than 4 years,Public
D & L Academy of Hair Design,2012,2983,0,228,Less than 2 years (below associate),Private for-profit
Jefferson College,2013,2980,0,228,At least 2 but less than 4 years,Public
Phoenix College,2008,2980,0,228,At least 2 but less than 4 years,Public
Mountain Empire Community College,2006,2977,0,227,At least 2 but less than 4 years,Public
Carrington College-Boise,2010,2976,0,227,At least 2 but less than 4 years,Private for-profit
International Academy of Hair Design,2013,2975,0,226,Less than 2 years (below associate),Private for-profit
Yavapai College,2008,2973,0,226,At least 2 but less than 4 years,Public
Saint Louis Community College,2007,2971,0,226,At least 2 but less than 4 years,Public
Brookline College-Tempe,2011,2970,0,226,At least 2 but less than 4 years,Private for-profit
Piedmont Virginia Community College,2013,2966,0,225,At least 2 but less than 4 years,Public
Danville Community College,2006,2965,0,225,At least 2 but less than 4 years,Public
Southside Virginia Community College,2010,2965,0,225,At least 2 but less than 4 years,Public
Blue Ridge Community College,2013,2964,0,225,At least 2 but less than 4 years,Public
Northland Career Center,2010,2961,0,224,Less than 2 years (below associate),Public
Glendale Community College,2006,2961,0,224,At least 2 but less than 4 years,Public
Missouri School of Barbering & Hairstyling,2006,2958,0,224,Less than 2 years (below associate),Private for-profit
Arizona Western College,2011,2954,0,223,At least 2 but less than 4 years,Public
Joseph Charles Institute of Cosmetology,2011,2952,0,223,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2010,2951,0,223,At least 2 but less than 4 years,Private for-profit
International Academy of Hair Design,2009,2948,0,223,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2011,2948,0,223,Less than 2 years (below associate),Private for-profit
Hair Academy of Safford,2012,2946,0,223,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2006,2945,0,222,Less than 2 years (below associate),Private for-profit
North Idaho College,2011,2944,0,221,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2006,2937,0,221,At least 2 but less than 4 years,Public
Empire Beauty School-North Tucson,2012,2933,0,221,Four or more years,Private for-profit
The Art Institute of Tucson,2009,2931,0,221,Four or more years,Private for-profit
Wentworth Military Academy & Junior College,2007,2929,0,220,At least 2 but less than 4 years,Private not-for-profit
Paradise Valley Community College,2010,2929,0,220,At least 2 but less than 4 years,Public
Phoenix College,2010,2928,0,220,At least 2 but less than 4 years,Public
Glendale Community College,2012,2927,0,220,At least 2 but less than 4 years,Public
Tucson College,2008,2926,0,219,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2011,2926,0,219,Less than 2 years (below associate),Private for-profit
Arizona School of Acupuncture and Oriental Medicine,2008,2924,0,218,Four or more years,Private for-profit
Central Arizona College,2009,2921,0,217,At least 2 but less than 4 years,Public
Advanced Technology Institute,2007,2920,0,217,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2009,2918,0,217,At least 2 but less than 4 years,Private for-profit
Phoenix College,2009,2917,0,217,At least 2 but less than 4 years,Public
Glendale Community College,2010,2916,0,216,At least 2 but less than 4 years,Public
Central Arizona College,2007,2916,0,216,At least 2 but less than 4 years,Public
Rudy & Kelly Academy of Hair and Nails,2009,2915,0,216,Less than 2 years (below associate),Private for-profit
Glendale Community College,2009,2913,0,215,At least 2 but less than 4 years,Public
Southside Virginia Community College,2009,2909,0,215,At least 2 but less than 4 years,Public
Rappahannock Community College,2011,2909,0,215,At least 2 but less than 4 years,Public
Central Virginia Community College,2007,2906,0,215,At least 2 but less than 4 years,Public
Phoenix College,2007,2906,0,215,At least 2 but less than 4 years,Public
GateWay Community College,2008,2890,0,215,At least 2 but less than 4 years,Public
Everest College-Earth City,2009,2885,0,214,Less than 2 years (below associate),Private for-profit
Virginia Highlands Community College,2009,2884,0,214,At least 2 but less than 4 years,Public
Patrick Henry Community College,2007,2880,0,214,At least 2 but less than 4 years,Public
Virginia Highlands Community College,2010,2880,0,214,At least 2 but less than 4 years,Public
Cayce Reilly School of Massotherapy,2013,2875,0,213,Less than 2 years (below associate),Private not-for-profit
Mountain Empire Community College,2008,2875,0,213,At least 2 but less than 4 years,Public
Missouri College of Cosmetology North,2009,2874,0,213,Less than 2 years (below associate),Private for-profit
House of Heavilin Beauty College-Kansas City,2007,2874,0,213,Less than 2 years (below associate),Private for-profit
